id,name,address,lat,lon,station_deux_roues,nbre_pdc,puissance_nominale
12215, SUCY EN BRIE - Rue Royale,5 Rue Royale 94370 SUCY EN BRIE,48.757906,2.549825,FALSE,2,22
12216, Style and Design - Maurepas - 7.4kW AC,1 Rue Marie Curie 78310 Maurepas,48.7580017,1.9288851,false,1,22.00
12217, RELAIS DELTA RUNGIS,A106 AIRE RUNGIS DELTA PONDORLY Sens Paris - Orly    94150 RUNGIS  ,48.758095,2.34749,False,1,50
12218, Saints,Place de l'église,48.758305,3.048279,false,2,18
12219, Coignières RRG Maurepas,Boulevard Des Arpents 78310 Coignières,48.75836017,1.9332695,false,2,7
12220, Fresnes RRG,4 Avenue De Stalingrad 94260 Fresnes,48.75868906,2.33105722,false,6,22
12221, 900116,  Parking Mairie Tillières/Avre,48.758803,1.057957,false,2,22.0
12222, Choisy-en-Brie,grande rue,48.758823,3.219879,false,2,18
12223, Geodis Limeil public rue Jean Monnet,14 Rue Jean Monnet 94450 Limeil-Brévannes,48.75911403,2.47526696,false,2,22
12224, Volvo Maurepas,8 Rue Alfred Kastler 78310 Maurepas,48.759224,1.917627,false,10,22.08
12225, Maurepas Doga,8 Avenue Johannes Gutenberg 78310 Maurepas,48.7593,1.92311,false,4,7
12226, Aire de Saverne Monswiller Eckartswiller,Aire de Saverne Monswiller Eckartswiller 67117 Eckartswiller,48.760054,7.362704,false,2,70
12227, SARTILLY - aire de covoiturage,Huche Pie SARTILLY 50530 SARTILLY-BAIE-BOCAGE,48.760259,-1.4671269,false,2,22
12228, SIGEIF - 42 AVENUE DE LA PAIX - FRESNES,AVENUE DE LA PAIX,48.760628,2.330149,false,2,22000
12229, Parking Gatage de la Senia,17 Rue des Alouettes 94320 THIAIS,48.76078419282144,2.3853772952424,false,2,50
12230, MAUREPAS - Place D'Auxois,Place D'Auxois,48.76137161254883,1.944955587387085,false,4,3.7
12231, MAUREPAS - Place D'Auxois,MAUREPAS - Place D'Auxois,48.7613722,1.9449556,FALSE,4,22
12232, Maurepas - CC - Village des loisirs,3 avenue Louis Pasteur 78310 Maurepas,48.761402,1.914724,false,4,150
12233, Valenton-Duranton Avenue Julien Duranton -3627,Avenue Julien Duranton 94460 VALENTON,48.761441,2.447902,false,6,22
12234, Ozoir la Ferrière Mairie,Avenue du Général de Gaulle 77330 Ozoir-la-Ferrière,48.7617,2.672,false,2,22
12235, SIGEIF - 66  RUE EMILE ZOLA - FRESNES,RUE EMILE ZOLA,48.762217,2.326942,false,2,22000
12236, LIDL ST SULPICE SUR RISLE,RN60 61300 SANT SULPICE SUR RISLE,48.7624117,0.6610584,FALSE,2,120
12237, St-Sulpice-Sur-Risle-La-Pichotiere la Pichotière -3889,la Pichotière 61300 ST SULPICE SUR RISLE,48.762564,0.661241,false,2,60
12238, Ozoir-la-Ferrière Place de l'Eglise,Place de l'Eglise 77330 Ozoir-le-Ferrière,48.7626,2.66796,false,2,22
12239, ARJ CRETEIL,Rue Eugène Dupuis,48.76278583,2.4764962,false,1,22
12240, SIGEIF - RUE ST ROCH - JOUY-EN-JOSAS,RUE ST ROCH,48.762795,2.175402,false,2,7000
12241, DPD- TRAPPES - Avenue Roger Hennequin,Avenue Roger Hennequin,48.762884,1.98407,false,2,0
12242, Metropolis - Express - Antony - Général de Gaulle,19 Avenue du Général de Gaulle 92160 ANTONY,48.76306,2.3067,false,1,100
12243, Carrefour Market Nonancourt,50 Rue de la Cité Neuve,48.763756,1.2152747,False,3,50
12244, Hyundai Lannion,193 Rte de Trégastel 22300 Lannion,48.764144,-3.476426,false,4,50.00
12245, E. Leclerc Phalsbourg,2 Rue Des Glaçis 57370 Phalsbourg,48.76418785,7.25487433,false,2,50
12246, E. Leclerc Bonneuil-sur-Marne express,6 Avenue Des 28 Arpents 94380 Bonneuil-sur-Marne,48.764557,2.477368,false,6,22
12247, Metropolis - Proximité - Châtenay-Malabry - Roger Salengro,184 Avenue Roger Salengro 92290 CHATENAY MALABRY,48.76457362,2.27218497,false,1,7.00
12248, SIGEIF - 17/19 AVENUE JEAN JAURES - JOUY-EN-JOSAS,17/19 AVENUE JEAN JAURÈS,48.76463,2.169532,false,2,7000
12249, SIGEIF - PLACE DE LA MARNE - JOUY-EN-JOSAS,PLACE DE LA MARNE,48.765481,2.167502,false,2,7000
